If you liked (ID),If you liked (Title),Recommendation 1 (ID),Recommendation 1 (Title),Similarity 1,Recommendation 2 (ID),Recommendation 2 (Title),Similarity 2,Recommendation 3 (ID),Recommendation 3 (Title),Similarity 3,Recommendation 4 (ID),Recommendation 4 (Title),Similarity 4,Recommendation 5 (ID),Recommendation 5 (Title),Similarity 5
2521,How to use Docker to run ASP.NET Core apps on Google App Engine,1543,Announcing .NET Core 1.0,0.4762,1223,How to get your ASP.NET app up on Google Cloud the easy way,0.4275,3051,8 must-see sessions for application developers at Google Cloud Next '17,0.3220,2001,Automate deployments and traffic splitting with the App Engine Admin API,0.3046,2225,Test and deploy to Google App Engine with the new Maven and Gradle plugins,0.2659
2522,15 Interesting JavaScript and CSS Libraries for October 2016,2299,15 Interesting JavaScript and CSS Libraries for September 2016,0.4921,3034,20 Awesome PHP Libraries For Early 2017,0.2674,2014,20 Awesome PHP Libraries For Summer 2016,0.2367,1600,A Baseline for Hybrid Mobile Developers,0.2235,2123,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,0.2151
2523,Duolingo's chatbots help you learn a new language,2873,"Which countries study which languages, and what can we learn from it? | Making Duolingo Blog",0.3836,2874,"Which countries study which languages, and what can we learn from it? | Making Duolingo Blog",0.3836,2805,Introduction To Chatbots,0.2750,696,To bot or not to bot,0.2566,377,Facebook Messenger bots are here and they want to kill apps,0.2453
2524,The internet of stings,2481,"Largest botnet attack in history peaks at over 1 terabits per second, aided by Internet of Things",0.3198,556,How IoT security can benefit from machine learning,0.1749,2933,America's allies are preparing for a bumpy ride,0.1716,2789,"As Artificial Intelligence Evolves, So Does Its Criminal Potential",0.1663,3003,"The Three R's of Enterprise Security: Rotate, Repave, and Repair - Built to Adapt",0.1459
2525,Graph-powered Machine Learning at Google,3040,IBM Seeks to Simplify Graph with New Titan Service,0.3296,1664,Machine Learning for Designers,0.3047,1638,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,0.2783,1639,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,0.2783,1640,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,0.2783
2526,3 Pillars of the Most Successful Tech Products,2290,NOW NEW NEXT: How growth champions create new value,0.3069,2958,The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,0.2985,3039,Why do you Fail at Growth Marketing and How to Solve it,0.2668,1148,The Startup Pivot Pyramid - How to Pivot Your Startup the Right Away Using Growth Marketing Mindset,0.2487,2981,How to Embrace Constant Change in Growth,0.2457
2527,Machine Learning and the VP Debate,2279,Will Google NLI kill the market? Linguistic APIs review,0.1828,2421,Twitter adds a button to help you train its algorithm,0.1804,2246,Understanding the Twitter topic Tracker,0.1743,1831,"Introducing Cloud Natural Language API, Speech API open beta and our West Coast region expansion",0.1651,2918,Most Interesting APIs in 2016: Cognitive Computing,0.1588
2528,"ProtoHack, hackathon criado no Vale do Silício, desembarca em São Paulo para sua primeira edição no espaço Engenho Maker - Startupi",1044,São Paulo recebe maior evento nacional voltado à educação e discute tecnologia no setor - Startupi,0.2337,1255,TEDxSãoPaulo,0.2333,3049,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,0.2298,1382,[Books] Biblioteca FIXE: Sugestões de Leitura,0.2290,498,MOBILE TIME - Nascem os primeiros chatbots brasileiros,0.2214
2529,Telegram Bolsters Bot API with New Gaming Functionality,2070,How to Start a Telegram Bot With PHP,0.3572,548,TechCrunch launches a personalized news recommendations bot on Facebook Messenger,0.2645,2805,Introduction To Chatbots,0.2622,1297,How bot-to-bot could soon replace APIs,0.2163,149,Get your apps and games ready for space with Google Play | Android Developers Blog,0.2162
2530,The door for new contributors to Drupal is still locked,1618,Evaluating the security of Drupal contrib modules,0.2412,407,Choosing Modules and Themes for Drupal 8,0.2209,2531,The investment case for employing a Drupal core contributor - Dries Buytaert,0.2191,1424,The Importance of Code Reviews,0.2115,3024,12 Agile principles,0.1927
2531,The investment case for employing a Drupal core contributor - Dries Buytaert,715,Dries Buytaert,0.6384,493,Drupal 8.1.0 is now available,0.5835,2756,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),0.5742,101,"New blog from Dries: A ""MAP"" for accelerating Drupal 8 adoption",0.5652,1592,Drupal and ambitious digital experiences,0.5534
2532,Why Deep Learning Is Suddenly Changing Your Life,393,Google Is About to Supercharge Its TensorFlow Open Source AI,0.4207,2659,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator",0.4160,1495,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",0.4068,2252,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",0.4066,2453,Baidu Research grills AI models on deep learning,0.4044
2533,Introducing Ask a Female Engineer,791,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",0.3378,2534,Ask a Female Engineer: Joining a Startup,0.3361,1381,"In war for talent, 'brogrammers' will be losers",0.2399,2994,Seniority,0.2330,1908,9 Non-Threatening Leadership Strategies for Women,0.2188
2534,Ask a Female Engineer: Joining a Startup,2533,Introducing Ask a Female Engineer,0.3361,2345,So long MVP. Hello Minimum Loveable Product.,0.2840,2994,Seniority,0.2609,3024,12 Agile principles,0.2511,1625,10 Simple Habits of Insanely Productive People,0.2157
2535,The hardest thing in computer science,3091,Don't document your code. Code your documentation.,0.3360,2367,Exploring Java's Hidden Costs,0.2874,613,Java 8 Best Practices Cheat Sheet,0.2664,713,Effective learning through code workshops | Box Blog,0.2640,1432,Creating Your Code Review Checklist - DaedTech,0.2607
2536,TI Bimodal? Receita para o desastre...,1833,"O que aprendemos com os modelos de gestão da Google, Netflix e Dell  Leia mais em Endeavor @ https://endeavor.org.br/modelo-gesta-dell-netflix-google/",0.4819,2656,O que é benchmarking? Veja quando um concorrente se torna inspiração!,0.4787,2882,"SINAIS do FUTURO imediato: #1, internet das coisas",0.4700,1752,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,0.4634,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.4573
2537,How the Communicator's Dilemma Made a 'Slack-lash' Inevitable,193,How people using Slack to organise their grocery lists is helping it grow,0.3027,2979,Building on Slack Saved Our Startup,0.2812,1477,"Slack debuts message buttons: bots with Trello, Kayak and 10 more to perform tasks in its app",0.2629,674,Email Isn't The Thing You're Bad At,0.2594,155,Slack raises $200m at $3.8b valuation for business messaging,0.2527
2538,Itaú Unibanco fecha compra de ativos de varejo do Citi no Brasil,2380,Itaú vende carteira de vida para Prudential | Sonho Seguro,0.3100,2119,Itaú segue tendência das fintechs e se torna primeiro banco tradicional a permitir abertura de contas por app - Startupi,0.2939,1491,"Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú",0.2810,1755,"De Zelotes ao ""projeto secreto de TI"": diretores do Bradesco respondem dúvidas do mercado",0.2780,1214,Bancos brasileiros fecham 200 agências em 2015 - Home - iG,0.2722
2539,UBS targets less rich Brits with robo-advisor platform,203,Australian Bitcoin Entrepreneur Launches Robo-Advice Platform,0.1551,2462,Blockchain Will Be Used By 15% of Big Banks By 2017,0.1313,2144,"""It's time for self-directed 'smart' investing"" - An Interview With Swanest CEO Silvan Schumacher - Smart Money Smart Living",0.1271,288,Building a digital-banking business,0.1260,2593,Digital Tool as Strategic Enabler for Banking Transformation,0.1253
2540,Real World Swift Performance,2541,Real World Swift Performance,1.0000,264,Google may be considering Swift for use on Android,0.2633,1200,Apple Releases First Preview of Swift 3.0 for Developers,0.2523,2216,Optimize Arduino Memory Usage,0.2239,1005,C# vs. Swift - Iron Man vs. Captain America,0.2079
2541,Real World Swift Performance,2541,Real World Swift Performance,1.0000,264,Google may be considering Swift for use on Android,0.2633,1200,Apple Releases First Preview of Swift 3.0 for Developers,0.2523,2216,Optimize Arduino Memory Usage,0.2239,1005,C# vs. Swift - Iron Man vs. Captain America,0.2079
2542,Unilever: The biggest digital start-up in the world?,2360,Unilever cria e-commerce para lojas de bairro | EXAME.com,0.1789,1075,State of the Digital Nation 2016,0.1486,2466,Large CPGs are under attack by startups... and consumers are winning,0.1442,2290,NOW NEW NEXT: How growth champions create new value,0.1406,2345,So long MVP. Hello Minimum Loveable Product.,0.1305
2543,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,1159,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte,0.6319,1901,Vídeos motivacionais: os 21 vídeos mais incríveis.,0.6162,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.5905,538,"E quando o cliente diz ""Não gostei""?",0.5673,2656,O que é benchmarking? Veja quando um concorrente se torna inspiração!,0.5666
2544,5 Podcasts : Aprenda mais sobre gestão e liderança,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.4015,1833,"O que aprendemos com os modelos de gestão da Google, Netflix e Dell  Leia mais em Endeavor @ https://endeavor.org.br/modelo-gesta-dell-netflix-google/",0.3931,1382,[Books] Biblioteca FIXE: Sugestões de Leitura,0.3912,2571,A saga do jovem CEO da Dasa,0.3902,1943,Dicas para aumentar produtividade: 14 dicas incríveis.,0.3877
2545,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",2562,"Facebook lança Workplace, versão da rede social para empresas",0.2923,2661,IBM Watson is about to make Slack's chat bot smarter,0.2660,193,How people using Slack to organise their grocery lists is helping it grow,0.2471,2865,Slack swips at Skype with video calls and reaction emoji,0.2246,2845,Slack and Google announce partnership focused on better integrating their services,0.2186
2546,Stop Trying to Sound Smart When You're Writing,2340,Bad Writing Is Destroying Your Company's Productivity,0.2073,674,Email Isn't The Thing You're Bad At,0.1953,2345,So long MVP. Hello Minimum Loveable Product.,0.1866,2760,Write Like You Talk,0.1863,2980,13 Killer SEO Copywriting Tips (With Examples and A/B Tests),0.1856
2547,Can Artificial Intelligence Enhance The Mass Customization In The Fashion Sector ?,938,Clarifying the uses of artificial intelligence in the enterprise,0.1816,161,Deep learning will be huge - and here's who will dominate it,0.1814,2560,Here's how The White House wants the U.S. to approach AI R&D,0.1804,2847,Andrew Ng: What AI Can and Can't Do,0.1804,1664,Machine Learning for Designers,0.1722
2548,"National Coming Out Day - Wikipedia, the free encyclopedia",208,"""Não, você não aceita a homossexualidade ainda...""",0.0970,2207,Tem hora certa pra sair do armário?,0.0764,1609,Workplace diversity in Brazil: there's still a long way to go,0.0637,166,Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender,0.0612,1552,"Create Intelligent, Context-Aware Apps with the Google Awareness APIs | Android Developers Blog",0.0598
2549,The Agile Design Team Maturity Scale | UX Magazine,580,Embracing Agile,0.2204,760,An operating model for company-wide agile development,0.1880,787,An operating model for company-wide agile development,0.1880,916,"Agile is Dead, Long Live Continuous Delivery - Gradle",0.1855,3024,12 Agile principles,0.1773
2550,Demystifying Docker overlay networking,1810,Automate Docker with the Remote API and Ruby,0.2935,1468,Docker 1.12: Now with Built-in Orchestration!,0.2884,2192,Containers - Clean up your House,0.2800,497,Why You Should Stop Installing Your WebDev Environment Locally - Smashing Magazine,0.2650,1880,Docker Swarm,0.2489
2551,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,1356,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,0.3559,1355,What to Expect at WWDC 2016,0.3491,2452,Today in Apple history: 'Here's to the crazy ones...' | Cult of Mac,0.3431,2516,Today in Apple history: Steve Jobs passes away | Cult of Mac,0.3314,2517,Today in Apple history: Steve Jobs passes away,0.3314
2552,To Be Continued: Helping you find shows you want to continue watching,2158,How Netflix does A/B testing - InVision Blog,0.1428,2159,How Netflix does A/B testing - InVision Blog,0.1428,2160,How Netflix does A/B Testing - uxdesign.cc - User Experience Design,0.1413,1935,How Netflix does A/B Testing - uxdesign.cc - User Experience Design,0.1412,1389,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,0.1336
2553,Aplicações da Inteligência artificial | Endeavor Brasil,2622,"Como a inteligência artificial já muda mercados, da gastronomia ao petróleo - Startupi",0.9785,2379,6 exemplos de como usar computação cognitiva | EXAME.com,0.4402,3016,Especialistas trazem tendências de UX para 2017 - KingHost,0.4252,1925,Olhando para o futuro: 5 pontos de atenção,0.4157,2457,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,0.4136
2554,Inteligência artificial do Google é capaz de descrever imagens | Google Discovery,2953,Aplicação de visão computacional com OpenCV,0.2607,1558,"Fresco, sim! - Android Dev BR",0.2553,1043,Confira as novidades apresentadas no Google I/O 2016,0.2545,3069,Inteligência artificial do Google aprende a aprimorar fotos como nos filmes | Google Discovery,0.2499,2882,"SINAIS do FUTURO imediato: #1, internet das coisas",0.2486
2555,Chip Pro sequel to crowdsourced $9 computer sets its sights on gadget makers,1490,Espressif Releases ESP8266-Killer!,0.1397,301,The Man Selling Shovels in the Machine-Learning Gold Rush,0.1272,2150,Google's Tensor Processing Unit explained: this is what the future of computing looks like,0.1234,1301,Former NASA chief unveils $100 million neural chip maker KnuEdge,0.1220,2680,New MacBook Pro is not a Laptop for Developers Anymore,0.1145
2556,Things you probably didn't know you could do with Chrome's Developer Console,1309,Chrome DevTools - Console API Reference,0.4052,1384,CSS Containment in Chrome 52 | Web Updates - Google Developers,0.2399,66,Introducing the Google API Console,0.2160,2924,Road to Polymer 2.0,0.2020,2164,12 JavaScript Hacks,0.1696
2557,Sophia Genetics chega à América Latina para democratizar a Data-Driven Medicine,2571,A saga do jovem CEO da Dasa,0.2677,1892,Tecnologia transforma gestão na área de saúde | EXAME.com,0.2587,2884,"Reestruturada, Dasa vai abrir 50 pontos e negocia aquisições",0.2514,2988,Dasa compra rede de laboratórios SalomãoZoppi,0.2235,1051,"Conheça as ferramentas digitais que utilizo na minha empresa para resolver problemas, tornar o...",0.1907
2558,Improvements coming to the Google Analytics desktop UI,815,29 Common Google Analytics Data Errors And How To Fix Them,0.4302,3059,The Complete Google Analytics Audit Checklist | Optimization Up,0.3760,647,The need to lead in data and analytics,0.3462,2423,Using Google Analytics with Leadfeeder for B2B Lead Generation,0.2670,2264,Introducing the Google Analytics Demo Account for Learning,0.2618
2559,ConstraintLayout - Part 1,1914,"ConstraintLayout, Inside and Out: Part 1",0.5772,1915,"ConstraintLayout, Inside and Out: Part 2",0.4401,2905,Building interfaces with ConstraintLayout - Google Developers,0.4034,2420,Novidades do Android Studio 2.2,0.2450,2372,Android Studio 2.2,0.2445
2560,Here's how The White House wants the U.S. to approach AI R&D,2082,Request for Information: Preparing for the Future of Artificial Intelligence,0.5941,2847,Andrew Ng: What AI Can and Can't Do,0.5539,2326,Artificial intelligence is hard to see,0.4710,849,The next AI is no AI,0.4259,1307,"Google, Amazon and the upcoming battle over AI Assistants",0.4186
2561,"IoT Insurance: Trends in Home, Life & Auto Insurance Industries",455,The new-world insurance agent,0.4539,1966,German insurance startup Clark closes €13.2M Series A,0.4439,259,The insurance tech equation,0.4329,1252,How Blockchain Technology Can Improve the Insurance Industry,0.3819,2402,InsurTech: changing the world of risk - Chris Skinner's blog,0.3619
2562,"Facebook lança Workplace, versão da rede social para empresas",1752,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,0.3450,2754,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,0.3333,3016,Especialistas trazem tendências de UX para 2017 - KingHost,0.3229,2457,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,0.3211,1043,Confira as novidades apresentadas no Google I/O 2016,0.3200
2563,Visa inaugura Co-Creation Center em São Paulo,2266,Visa inaugura centro para inovação em pagamento digital | EXAME.com,0.5873,1803,Visa traz pagamentos móveis ao Brasil junto com Samsung - Startupi,0.4926,2693,Visa anuncia plataforma para pagamentos B2B internacionais com tecnologia blockchain - Startupi,0.4838,3111,"IBM e Visa transformam automóveis, eletrodomésticos e outros dispositivos conectados em potenciais pontos de vendas",0.4636,827,Visa lança desafio para startups de tecnologia - Startupi,0.4159
2564,"XP lançará robô que seleciona melhores investimentos para clientes, diz CEO",1229,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,0.4123,257,O tênue equilíbrio da equipe que desenha produtos digitais,0.3713,1925,Olhando para o futuro: 5 pontos de atenção,0.3707,2351,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,0.3618,2457,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,0.3442
2565,Globo G1 lança Bot para o Telegram que te ajuda a estudar para o Enem,2543,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,0.3800,2351,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,0.3544,1159,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte,0.3507,1901,Vídeos motivacionais: os 21 vídeos mais incríveis.,0.3441,1227,Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab,0.3404
2566,[Event] CuboTalks,1359,Cinco competências essenciais ao IT Leaders - CIO,0.1751,3016,Especialistas trazem tendências de UX para 2017 - KingHost,0.1627,2209,Graduação já não garante uma carreira de sucesso em TI - CIO,0.1576,2536,TI Bimodal? Receita para o desastre...,0.1514,1140,DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO,0.1491
2567,Acquia Engage Awards Finalists Announced,2142,Announcing the Acquia Engage Awards,0.4678,2968,Dries Buytaert,0.3794,2724,"Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]",0.3273,3121,The 2017 Acquia Partners of the Year,0.3220,2710,Acquia Engage 2016: Day One,0.2644
2568,Self-Learning AI: This New Neuro-Inspired Computer Trains Itself,2453,Baidu Research grills AI models on deep learning,0.1457,1664,Machine Learning for Designers,0.1334,2713,Google DeepMind researchers built a deep-learning system capable of learning from very little data.,0.1165,2532,Why Deep Learning Is Suddenly Changing Your Life,0.1133,1376,Artificial intelligence produces realistic sounds that fool humans,0.1107
2569,"Just shut up and let your devs concentrate, advises Stack Overflow CEO Joel Spolsky",2629,Why Programmers Want Private Offices,0.1353,689,Good Software Takes Ten Years. Get Used To it.,0.1334,1842,"Google Sprints Ahead in AI Building Blocks, Leaving Rivals Wary",0.1304,690,The Joel Test: 12 Steps to Better Code,0.1283,2296,"The ""Joel Test"" for Data Science",0.1274
2570,15 Awesome Sublime Text Plugins For Web Development,1276,System Code Geeks are giving away a FREE Sublime Text Editor License,0.3710,73,Setting up Drupal Code Sniffer,0.2326,1602,Leveling Up Your JavaScript -,0.2202,495,19 Tips For Everyday Git Use,0.1903,2299,15 Interesting JavaScript and CSS Libraries for September 2016,0.1815
2571,A saga do jovem CEO da Dasa,2884,"Reestruturada, Dasa vai abrir 50 pontos e negocia aquisições",0.6026,2251,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com",0.5092,2684,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",0.4966,1833,"O que aprendemos com os modelos de gestão da Google, Netflix e Dell  Leia mais em Endeavor @ https://endeavor.org.br/modelo-gesta-dell-netflix-google/",0.4949,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.4947
2572,Para inovar é preciso mais do que boas ideias - Startupi,2656,O que é benchmarking? Veja quando um concorrente se torna inspiração!,0.5119,1925,Olhando para o futuro: 5 pontos de atenção,0.5009,1833,"O que aprendemos com os modelos de gestão da Google, Netflix e Dell  Leia mais em Endeavor @ https://endeavor.org.br/modelo-gesta-dell-netflix-google/",0.4947,1901,Vídeos motivacionais: os 21 vídeos mais incríveis.,0.4886,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.4862
2573,'The Simpsons' celebrates 600 episodes with a VR couch gag,833,VR possibilities at Google I/O 2016: Four things I'm hoping to see,0.1994,904,"Rumor: ""Android VR"" Will Launch At I/O With Standalone Headset, Reference Appears In Unreal Engine",0.1663,1721,Still a virtual reality skeptic? Here's why you shouldn't be,0.1488,958,"Google I/O 2016 preview: Android N, Android VR, Project Chirp, Play Store on Chromebooks and more!",0.1461,605,What the Google I/O schedule tells us about the future of Android,0.1454
2574,Google vai reduzir em 50% consumo de memória do Chrome | Google Discovery,1773,"Incrível, Skype se lembrou que o Linux existe!",0.2729,1864,Testes unitários vs aceitação - Android Dev BR,0.2334,1558,"Fresco, sim! - Android Dev BR",0.2156,1043,Confira as novidades apresentadas no Google I/O 2016,0.2111,2152,Degraus para o sucesso: a inovação no core do negócio,0.2078
2575,Using behavioral data to improve customer satisfaction,474,Linking the customer experience to value,0.3557,764,Why the customer experience matters,0.3113,3084,Banking Needs a Customer Experience Wake-Up Call,0.2720,2732,Lessons from Becoming a Data-Driven Organization,0.2610,1380,"Say goodbye to traditional customer segmentation "" Banking Technology",0.2519
2576,Laboratório da Disney cria robô que pula,2351,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,0.2985,2564,"XP lançará robô que seleciona melhores investimentos para clientes, diz CEO",0.2738,449,MOBILE TIME - Era dos bots abre inúmeras questões de ordem jurídica,0.2483,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.2348,2656,O que é benchmarking? Veja quando um concorrente se torna inspiração!,0.2338
2577,Testing a new Drupal 8 installation with 2 Docker commands,2224,A Docker Fork: Talk of a Split Is Now on the Table - The New Stack,0.3631,2192,Containers - Clean up your House,0.3613,1810,Automate Docker with the Remote API and Ruby,0.3592,154,Your Docker Agenda for April,0.3447,2468,"Use Docker to build, test and push your Artifacts",0.3388
2578,[eBook] Enxugando a máquina - Paulo Caroli,2536,TI Bimodal? Receita para o desastre...,0.2853,3033,Lean IT is all about people - o Lean na TI é focado em pessoas,0.2770,860,Quando o Scrum irá falhar - Tableless,0.2585,366,"7 dicas, macetes e apps que uso para organizar o meu dia e ser mais produtivo no trabalho",0.2545,2882,"SINAIS do FUTURO imediato: #1, internet das coisas",0.2404
2579,Assessing Salesforce's platform and ecosystem | ZDNet,2371,Salesforce Einstein delivers artificial intelligence across the Salesforce platform,0.5727,1175,"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",0.5439,1243,Dries Buytaert,0.3324,248,Google Cloud Platform: The smart person's guide - TechRepublic,0.2914,3083,Salesforce adds some artificial intelligence to customer service products,0.2913
2580,The Java 8 API Design Principles,613,Java 8 Best Practices Cheat Sheet,0.5006,2367,Exploring Java's Hidden Costs,0.3747,3060,Java 8 Streams - A Deeper Approach About Performance Improvement,0.3491,1654,Migrating to the New Java 8 Date Time API | Baeldung,0.3047,2918,Most Interesting APIs in 2016: Cognitive Computing,0.2809
2581,Comprar roupas está ficando fora de moda no Reino Unido,1752,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,0.4092,2763,Black Friday salva o ano do e-commerce,0.3929,1450,A ESTRATÉGIA DA C&A PARA VENCER A CRISE - brweek,0.3900,1925,Olhando para o futuro: 5 pontos de atenção,0.3898,2882,"SINAIS do FUTURO imediato: #1, internet das coisas",0.3807
2582,[1312.4645v4] A Bayesian Approach to Graphical Record Linkage and De-duplication,2147,AWS Certified Solutions Architect Professional – Study Guide – Domain 7.0: Scalability and Elasticity (15%),0.1562,832,How a Chatbot Helped This Vinyl Records Startup Make $1 Million in 8 Months,0.1137,332,"Walt Disney Now Loves Blockchain, Going Trustless in Seattle",0.0990,2234,BDD Best Practices and Guidelines - Testing Excellence,0.0956,3040,IBM Seeks to Simplify Graph with New Titan Service,0.0814
2583,Pesquisa do Google mostra a influência do digital no varejo brasileiro | Google Discovery,1110,"Como o e-commerce brasileiro pode, enfim, começar a lucrar",0.2224,2011,Walmart compra startup para brigar com Amazon | EXAME.com,0.2119,2763,Black Friday salva o ano do e-commerce,0.2118,1763,Vendas da Netshoes crescem 267% em dispositivos móveis no 1º semestre - 24Brasil,0.2107,1157,"Carros de luxo em alta, mas o alerta está aceso",0.2092
2584,Terça de Dados #11 - Debate sobre a Regulamentação de TI,1359,Cinco competências essenciais ao IT Leaders - CIO,0.2604,1925,Olhando para o futuro: 5 pontos de atenção,0.2558,1382,[Books] Biblioteca FIXE: Sugestões de Leitura,0.2537,2307,Dez habilidades profissionais mais valorizadas em projetos de Internet das Coisas - CIO,0.2405,3016,Especialistas trazem tendências de UX para 2017 - KingHost,0.2388
2585,Inversion of Control Containers and the Dependency Injection pattern,2203,Tasting Dagger 2 on Android,0.3274,2367,Exploring Java's Hidden Costs,0.2458,1403,Code reuse in microservices architecture - with Spring Boot,0.1969,2580,The Java 8 API Design Principles,0.1914,2535,The hardest thing in computer science,0.1698
2586,A publicidade sem ROI acaba de morrer: adapte-se ou junte-se a ela - Meio & Mensagem,986,Meio&Mensagem,0.4852,1925,Olhando para o futuro: 5 pontos de atenção,0.4747,1752,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,0.4683,2754,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,0.4636,1077,Se eu fosse fundar uma nova agência... - Meio & Mensagem,0.4633
2587,Debugging WordPress: 11 Powerful Tips and Techniques,1725,PHP 7 Support in PhpStorm 2016.2,0.3729,2960,Learn About the PHP Trends and Predictions for 2017,0.3649,2014,20 Awesome PHP Libraries For Summer 2016,0.3576,308,Monitor your application errors with Stackdriver Error Reporting,0.3465,1454,HHVM vs PHP 7 - The Competition Gets Closer - Kinsta,0.3249
2588,Aussie Uses Arduino Chips To Roboticize a Ford Focus,2097,Self-Driving Cars and Insurance,0.1464,2709,Google Home brings Google's smarts to your living room,0.1341,2096,Uber's first self-driving cars will start picking up passengers this month,0.1203,1790,The compelling case to replace a 40-year old core system - Chris Skinner's blog,0.1143,157,'Machine learning' is a revolution as big as the internet or personal computers,0.1093
2589,The cynical bankers' trick: show me the money - Chris Skinner's blog,2616,Where is the bank's digital vision? - Chris Skinner's blog,0.1979,1809,7 Questions to Ask Before Your Next Digital Transformation,0.1518,887,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans",0.1407,288,Building a digital-banking business,0.1400,1339,Digital is all about the people - Chris Skinner's blog,0.1372
2590,"Parece árvore, mas é uma turbina eólica",1943,Dicas para aumentar produtividade: 14 dicas incríveis.,0.1973,1752,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,0.1887,3016,Especialistas trazem tendências de UX para 2017 - KingHost,0.1877,1925,Olhando para o futuro: 5 pontos de atenção,0.1873,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.1868
2591,Micro Profile JavaEE com Wildfly Swarm,1558,"Fresco, sim! - Android Dev BR",0.3356,2363,Java 9 na prática: Jigsaw,0.3321,2754,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,0.3140,1182,Docker e .Net,0.3067,2650,Kotlin no Backend (Parte 2) :: Concrete Solutions,0.3013
2592,Sponsored: Five reasons why retailers should opt for digital receipts,3088,Now sites can fingerprint you online even when you use multiple browsers,0.1964,2843,Browser Trends December 2016: Mobile Overtakes Desktop,0.1896,467,Browser Ball,0.1142,879,Stay focused with Google Calendar event notifications in your browser,0.1037,456,We spent a week making Trello boards load extremely fast. Here's how we did it.,0.1011
2593,Digital Tool as Strategic Enabler for Banking Transformation,288,Building a digital-banking business,0.4933,1768,The Future of Digital Banking is Now,0.4882,862,Is FinTech Forcing Banking to a Tipping Point?,0.4135,863,A digital crack in banking's business model,0.4035,296,Why Barclays Sees Banking's Future as an Information Business,0.3504
2594,Democratizing AI,938,Clarifying the uses of artificial intelligence in the enterprise,0.3459,849,The next AI is no AI,0.3417,2847,Andrew Ng: What AI Can and Can't Do,0.3389,2560,Here's how The White House wants the U.S. to approach AI R&D,0.3274,1307,"Google, Amazon and the upcoming battle over AI Assistants",0.3133
